user1_id,user2_id,time
4,13,201807
3,13,201807
9,13,201807
10,13,201807
9,13,201807
9,13,201807
5,13,201807
12,13,201807
8,13,201807
10,13,201807
11,13,201807
10,13,201807
9,13,201807
2,13,201807
9,13,201807
9,13,201807
3,13,201807
9,13,201807
8,13,201807
9,13,201807
3,13,201807
9,13,201807
3,13,201807
3,13,201807
3,13,201807
3,13,201807
2,13,201807
9,13,201807
8,13,201807
2,13,201807
3,13,201807
7,13,201807
2,13,201807
1,13,201807
10,13,201807
9,13,201807
2,13,201807
3,13,201807
10,13,201807
3,13,201807
11,13,201807
11,13,201807
11,13,201807
3,13,201807
8,13,201807
8,13,201807
9,13,201807
9,13,201807
8,13,201807
7,13,201807
2,13,201807
10,13,201807
4,13,201807
9,13,201807
8,13,201807
9,13,201807
9,13,201807
9,13,201807
9,13,201807
3,14,201807
9,14,201807
8,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
11,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
11,14,201807
5,14,201807
6,14,201807
10,14,201807
6,14,201807
5,14,201807
4,14,201807
4,14,201807
4,14,201807
6,14,201807
6,14,201807
4,14,201807
4,14,201807
5,14,201807
6,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
10,14,201807
10,14,201807
2,14,201807
8,14,201807
12,14,201807
11,14,201807
8,14,201807
8,14,201807
11,14,201807
11,14,201807
11,14,201807
7,14,201807
11,14,201807
10,14,201807
5,14,201807
4,14,201807
4,14,201807
11,14,201807
6,14,201807
11,14,201807
11,14,201807
5,14,201807
11,14,201807
11,14,201807
4,14,201807
11,14,201807
11,14,201807
5,14,201807
4,14,201807
4,14,201807
4,14,201807
6,14,201807
11,14,201807
11,14,201807
6,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
6,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
5,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
5,14,201807
11,14,201807
5,14,201807
4,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
5,14,201807
6,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
11,14,201807
6,14,201807
6,14,201807
4,14,201807
6,14,201807
4,14,201807
6,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
3,14,201807
6,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
6,14,201807
4,14,201807
3,14,201807
5,14,201807
11,14,201807
5,14,201807
5,14,201807
11,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
11,14,201807
6,14,201807
6,14,201807
4,14,201807
3,14,201807
11,14,201807
4,14,201807
6,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
4,14,201807
11,14,201807
